,SKU,DESCRIPTION,YEAR,CAPACITY,URL,PRICE,SELLER_INFORMATION,OFFER_DESCRIPTION,COUNTRY
7054,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$850.00,European Wine Resource,1996Margaux,USA (CA)
7056,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$850.00,Grand Vin Wine Merchants US,Margaux1996(750ML),USA (WA)
7061,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$895.00,Vinfolio,1996Margaux750ML,USA (CA)
7062,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$899.99,Lynnway Liquor Mart,Ch.Margaux1996750ml,USA (MA)
7063,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$900.00,Wally's Wine & Spirits,"1996Chateau Margaux750mL,1996",USA (CA)
7067,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$930.00,Westgarth Wines,1996Margaux,USA (CA)
7069,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$949.98,Wine Exchange,Chateau Margaux1996Pre-Arrival,USA (CA)
7070,11512,Ch Margaux,1996,750ml,https://www.wine-searcher.com/find/ch+margaux/1996/-/-/u,$999.00,Sokolin & Co.,1996Margaux,USA (NY)
7087,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$495.00,THE ODD WINE CO. LLC,1999Margaux,USA (FL)
7088,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$499.00,Cellaraiders,1999Chateau Margaux,USA (NY)
7092,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$519.00,IronGate.Wine,1999Margaux-750ml,USA (NY)
7094,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$529.99,Beacon Wines & Spirits,"1999Chateau Margaux,Red Wine,France,Bordeaux",USA (NY)
7101,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$550.00,The Redd Collection,1999Ch Margaux,USA (CA)
7107,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$659.99,Shawn Fine Wines and Spirits,Chateau Margaux Premier Grand Cru Classe1999,USA (NY)
7109,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$699.88,Pogo's Liquor Inc.,Chateau Margaux-Margaux1999,USA (TX)
7110,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$699.99,Lincoln Fine Wines,Chateau Margaux-Margaux1999,USA (CA)
7120,11513,Ch Margaux,1999,750ml,https://www.wine-searcher.com/find/ch+margaux/1999/-/-/u,$1100.00,Guido's Wine,"Margaux1999,1.5L",USA (CA)
7139,11514,Ch Margaux,2002,750ml,https://www.wine-searcher.com/find/ch+margaux/2002/-/-/u,$485.00,Kahn's Fine Wines & Spirits,2002MARGAUX[MARGAUX],USA (IN)
7144,11514,Ch Margaux,2002,750ml,https://www.wine-searcher.com/find/ch+margaux/2002/-/-/u,$495.00,Cellaraiders,2002Chateau Margaux,USA (NY)
7146,11514,Ch Margaux,2002,750ml,https://www.wine-searcher.com/find/ch+margaux/2002/-/-/u,$506.00,The Redd Collection,2002Ch Margaux,USA (CA)
7147,11514,Ch Margaux,2002,750ml,https://www.wine-searcher.com/find/ch+margaux/2002/-/-/u,$509.00,Westgarth Wines,2002Margaux,USA (CA)
7151,11514,Ch Margaux,2002,750ml,https://www.wine-searcher.com/find/ch+margaux/2002/-/-/u,$630.00,Sokolin & Co.,2002Margaux,USA (NY)
7171,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$395.00,Grand Vin Wine Merchants US,Margaux2003(375ML),USA (WA)
7172,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$475.89,Aabalat Fine & Rare Wines,2003Chateau Margaux Red Blend,USA (CA)
7177,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$550.00,RL Liquid Assets,Margaux2003750mL(Scuffed Label),USA (CA)
7191,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$615.00,Benchmark Wine Group,Margaux2003,USA (CA)
7194,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$620.00,The Redd Collection,2003Ch Margaux,USA (CA)
7195,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$625.00,THE ODD WINE CO. LLC,2003Margaux,USA (FL)
7196,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$625.00,Cellaraiders,2003Chateau Margaux,USA (NY)
7201,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$639.00,IronGate.Wine,2003Margaux-750ml,USA (NY)
7202,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$646.00,Westgarth Wines,2003Margaux,USA (CA)
7205,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$675.00,Vinfolio,2003Margaux750ML,USA (CA)
7207,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$699.97,Wine.com,2003Chateau Margaux,USA (CA)
7209,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$749.00,Grand Vin Wine Merchants US,Margaux2003(750ML),USA (WA)
7210,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$749.00,67 Wine & Spirits NY,Chateau Margaux-Margaux2003,USA (NY)
7211,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$760.00,WineTransit.com Premium Wine & Spirits,Chateau Margaux2003/750ml.,USA (NY)
7212,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$795.00,Sokolin & Co.,2003Margaux,USA (NY)
7213,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$799.00,WineMadeEasy.com (Prestige Wine),Chateau Margaux2003/750ml.Medoc,USA (NY)
7214,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$799.00,WineBank,"2003Chateau Margaux,1er Grand Cru Classe[RP98],Bordeaux Red",USA (CA)
7217,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$849.98,Wine Exchange,Chateau Margaux2003Pre-Arrival,USA (CA)
7218,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$871.84,Saratoga Wine Exchange,"2003Chateau Margaux Margaux,France,Bordeaux",USA (NY)
7220,11515,Ch Margaux,2003,750ml,https://www.wine-searcher.com/find/ch+margaux/2003/-/-/u,$885.00,Millesima - USA,"Chateau Margaux2003,Classified First Growth,Red",USA (NY)
7222,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$450.00,RL Liquid Assets,Margaux2008750mL,USA (CA)
7234,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$500.00,The Redd Collection,2008Ch Margaux,USA (CA)
7235,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$511.00,Westgarth Wines,2008Margaux,USA (CA)
7239,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$549.99,Applejack Wine & Spirits,2008Chateau Margaux750ml,USA (CO)
7242,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$569.98,Wine Exchange,Chateau Margaux2008Pre-Arrival,USA (CA)
7244,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$599.97,International Wine Shop,2008Chateau Margaux Margaux,USA (CT)
7245,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$599.98,Wine Exchange,Chateau Margaux2008,USA (CA)
7246,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$600.34,Saratoga Wine Exchange,"2008Chateau Margaux Margaux,France,Bordeaux",USA (NY)
7248,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$615.00,Sokolin & Co.,2008Margaux,USA (NY)
7251,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$649.88,Pogo's Liquor Inc.,Chateau Margaux-Margaux2008,USA (TX)
7252,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$649.99,"Zachys Wine and Liquor, Inc.",Margaux2008(750ML),USA (NY)
7253,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$649.99,Chelsea Wine Vault,Chateau Margaux-Margaux2008,USA (NY)
7254,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$699.99,Flask Fine Wine & Whisky,Chateau Margaux-Margaux2008,USA (CA)
7259,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$900.00,RL Liquid Assets,Margaux20081.5L,USA (CA)
7263,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$1000.00,Guido's Wine,"Margaux2008,1.5L",USA (CA)
7264,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$1009.89,Aabalat Fine & Rare Wines,2008Chateau Margaux Red Blend,USA (CA)
7267,11516,Ch Margaux,2008,750ml,https://www.wine-searcher.com/find/ch+margaux/2008/-/-/u,$1150.00,Morrell & Company,Chateau Margaux Margaux2008(1.5L),USA (NY)
7286,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$848.00,The Redd Collection,2009Ch Margaux,USA (CA)
7287,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$848.00,Westgarth Wines,2009Margaux,USA (CA)
7290,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$875.00,Vinfolio,2009Margaux750ML,USA (CA)
7298,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$975.00,Belmont Wine Exchange LLC,2009Margaux,USA (CA)
7301,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$995.00,Sokolin & Co.,2009Margaux,USA (NY)
7302,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$999.00,WineMadeEasy.com (Prestige Wine),Chateau Margaux2009/750ml.Medoc,USA (NY)
7303,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1000.00,Lynnway Liquor Mart,Ch.Margaux20092009750ml,USA (MA)
7311,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1095.00,Grand Vin Wine Merchants US,Margaux2009(750ML),USA (WA)
7312,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1100.84,Saratoga Wine Exchange,"2009Chateau Margaux Margaux,France,Bordeaux",USA (NY)
7313,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1109.99,Wine.com,2009Chateau Margaux,USA (CA)
7314,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1149.97,"Total Wine & More, Sacramento Arden","2009Chateau Margaux Margaux,Bordeaux Blend,Margaux,Bordeaux,France",USA (CA)
7315,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1149.97,"Total Wine & More, Millenia","2009Chateau Margaux Margaux,Bordeaux Blend,Margaux,Bordeaux,France",USA (FL)
7316,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1149.97,"Total Wine & More, S. Las Vegas Blvd","2009Chateau Margaux Margaux,Bordeaux Blend,Margaux,Bordeaux,France",USA (NV)
7317,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1149.97,"Total Wine & More, Bellevue","2009Chateau Margaux Margaux,Bordeaux Blend,Margaux,Bordeaux,France",USA (WA)
7319,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1199.00, Shop,Chateau-Margaux Margaux2009,USA (NJ)
7320,11517,Ch Margaux,2009,750ml,https://www.wine-searcher.com/find/ch+margaux/2009/-/-/u,$1229.55,Aabalat Fine & Rare Wines,2009Chateau Margaux Red Blend,USA (CA)
7323,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$675.00,"Zachys Wine and Liquor, Inc.",Margaux2010(375ML),USA (NY)
7339,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$789.99,Allendale Wine Shoppe,Chateau-Margaux Margaux2010,USA (NJ)
7341,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$799.00,Benchmark Wine Group,Margaux2010,USA (CA)
7343,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$830.00,WineBank,"2010Margaux[RP99],Bordeaux Red",USA (CA)
7344,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$841.00,The Redd Collection,2010Ch Margaux,USA (CA)
7346,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$850.00,JJ Buckley Fine Wines,2010Chateau Margaux Bordeaux Blend,USA (CA)
7347,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$859.00,Westgarth Wines,2010Margaux,USA (CA)
7353,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$899.00,Vinfolio,2010Margaux750ML,USA (CA)
7365,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$949.98,Wine Exchange,Chateau Margaux2010Pre-Arrival,USA (CA)
7366,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$950.00,Guido's Wine,"Margaux2010,750ml",USA (CA)
7367,11518,Ch Margaux,2010,750ml,https://www.wine-searcher.com/find/ch+margaux/2010/-/-/u,$954.00,Wine-Source Group LLC,"2010Chateau Margaux,Margaux",USA (CA)
7372,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$200.00,Mission Fine Wines,"Montrose,1982Soiled Labels",USA (NY)
7382,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$280.00,Mission Fine Wines,"Montrose,1982",USA (NY)
7383,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$295.00,THE ODD WINE CO. LLC,1982Montrose Saint Estephe,USA (FL)
7384,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$296.00,EC Cellars LLC,"1982Chateau Montrose,Saint-Estephe,France",USA (CA)
7388,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$304.00,The Redd Collection,1982Ch Montrose,USA (CA)
7389,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$339.00,Sokolin & Co.,1982Montrose,USA (NY)
7390,11519,Ch Montrose,1982,750ml,https://www.wine-searcher.com/find/ch+montrose/1982/-/-/u,$369.65,Aabalat Fine & Rare Wines,"1982Montrose StEstephe,Red Blend",USA (CA)
7401,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$325.00,67 Wine & Spirits NY,Chateau Montrose-St.-Estephe1989,USA (NY)
7417,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$463.65,Aabalat Fine & Rare Wines,"1989Montrose StEstephe,Red Blend",USA (CA)
7430,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$588.00,The Redd Collection,1989Ch Montrose,USA (CA)
7431,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$600.00,Wally's Wine & Spirits,"1989Chateau Montrose750mL,1989",USA (CA)
7434,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$699.00,Sokolin & Co.,1989Montrose,USA (NY)
7439,11520,Ch Montrose,1989,750ml,https://www.wine-searcher.com/find/ch+montrose/1989/-/-/u,$6200.00,THE ODD WINE CO. LLC,1989MONTROS Esaintestephe,USA (FL)
7451,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$147.00,Aabalat Fine & Rare Wines,"1995Montrose StEstephe,Red Blend",USA (CA)
7457,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$159.00,Clarets,1995Montrose,USA (CA)
7461,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$171.00,The Redd Collection,1995Ch Montrose,USA (CA)
7468,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$215.00,Sokolin & Co.,1995Montrose,USA (NY)
7475,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$1225.005,Cellaraiders,1995Montrose,USA (NY)
7483,11522,Ch Montrose,1995,750ml,https://www.wine-searcher.com/find/ch+montrose/1995/-/-/u,$1525.005,Millesima - USA,"Chateau Montrose1995,Saint-Estephe,Second Growth,Red",USA (NY)
7515,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$190.00,The Redd Collection,2000Ch Montrose,USA (CA)
7521,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$195.00,Flickinger Wines,2000Ch.Montrose St.Estephe,USA (IL)
7522,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$196.00,Westgarth Wines,2000Montrose,USA (CA)
7523,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$199.00,City Wine Merchant,Chateau Montrose St.Estephe2000,USA (NY)
7524,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$209.00,SommPicks,2000Chateau Montrose,USA (CA)
7527,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$214.00,Kahn's Fine Wines & Spirits,2000MONTROSE[STESTEPHE],USA (IN)
7528,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$224.95,Spectrum Wine Retail,2000Montrose,USA (CA)
7530,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$225.00,Guido's Wine,"Montrose2000,750ml",USA (CA)
7531,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$235.97,PJ Wine,Chateau Montrose St.Estephe Bordeaux2000(750ML),USA (NY)
7532,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$245.00,"Sotheby's Wine New York, Retail","2000Montrose,Saint Estephe",USA (NY)
7533,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$249.00,Sokolin & Co.,2000Montrose,USA (NY)
7534,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$253.98,Aabalat Fine & Rare Wines,"2000Montrose StEstephe,Red Blend",USA (CA)
7536,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$279.99,Hi-Time Wine Cellars,MONTROSE2000STESTEPHE,USA (CA)
7538,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$393.97,WineChateau.com - Buy Wine Online,Chateau Montrose Saint-Estephe2000Red,USA (NJ)
7539,11523,Ch Montrose,2000,750ml,https://www.wine-searcher.com/find/ch+montrose/2000/-/-/u,$429.00,Acker Merrall & Condit New York Retail,2000Montrose,USA (NY)
7556,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$209.99,Wine Legend,Chateau Montrose-St.-Estephe2003,USA (NJ)
7571,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$225.00,The Redd Collection,2003Ch Montrose,USA (CA)
7574,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$229.00,Cellaraiders,2003Montrose,USA (NY)
7579,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$235.00,Belmont Wine Exchange LLC,2003Montrose,USA (CA)
7580,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$235.00,Mora's Fine Wine and Spirits,"Chateau Montrose,St.Estephe2003",USA (NY)
7581,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$239.00,IronGate.Wine,2003Montrose-750ml,USA (NY)
7582,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$239.00,Benchmark Wine Group,Montrose2003,USA (CA)
7583,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$239.89,Flickinger Wines,2003Ch.Montrose St.Estephe,USA (IL)
7586,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$249.00,WineBank,"2003Montrose[RP97+],Bordeaux Red",USA (CA)
7587,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$249.00, Shop,Chateau Montrose St.Estephe2003,USA (NJ)
7588,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$249.00,Clarets,2003Montrose,USA (CA)
7589,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$250.00,European Wine Resource,2003Montrose,USA (CA)
7594,11524,Ch Montrose,2003,750ml,https://www.wine-searcher.com/find/ch+montrose/2003/-/-/u,$269.00,Sokolin & Co.,2003Montrose,USA (NY)
7619,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$162.00,The Redd Collection,2005Ch Montrose,USA (CA)
7620,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$162.00,Westgarth Wines,2005Montrose,USA (CA)
7623,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$169.99, Shop,Chateau Montrose Saint Estephe2005,USA (NJ)
7631,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$189.00,Sokolin & Co.,2005Montrose,USA (NY)
7632,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$199.00,Flickinger Wines,2005Ch.Montrose St.Estephe,USA (IL)
7633,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$199.95,Spectrum Wine Retail,2005Montrose,USA (CA)
7634,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$199.98,Wine Exchange,Montrose Saint Estephe2005,USA (CA)
7635,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$199.99,K&L Wine Merchants,2005Montrose St-Estephe,USA (CA)
7637,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$225.00,"Sotheby's Wine New York, Retail","2005Montrose,Saint Estephe",USA (NY)
7638,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$229.89,Aabalat Fine & Rare Wines,"2005Montrose StEstephe,Red Blend",USA (CA)
7641,11525,Ch Montrose,2005,750ml,https://www.wine-searcher.com/find/ch+montrose/2005/-/-/u,$250.00,Morrell & Company,"Montrose St.Estephe2005(750ML),Saint Estephe",USA (NY)
